pwsid,p_lead_rich,exp_hidden_lead,inv_cost,rank
ID7100041,0.2674902062765377,49.9952668842178,99200.0,385
MO6010659,0.2668845315904139,153.97064276658952,306200.0,386
TX0200005,0.2666849383169177,19.998199377116528,39800.0,387
OH3101703,0.26587301587301587,532.4966252096543,1063000.0,388
PA7670076,0.2650198256058091,1310.6414976101423,2624800.0,389
IL0311590,0.2609289617486339,5.506170332801167,11200.0,390
IL1610250,0.2609289617486339,399.6889714792276,813000.0,391
IL0310150,0.2609289617486339,91.44175731259081,186000.0,392
IL0894070,0.2609289617486339,9.14417573125908,18600.0,393
IL0310690,0.2609289617486339,480.2167125964446,976800.0,394
KS2005305,0.2604457208113738,14.328786475706629,29200.0,395
WI6480250,0.25962762038711407,40.79681665500896,83400.0,396
IN5270005,0.25962762038711407,230.7906246742593,471800.0,397
MN1330004,0.25962762038711407,9.392072898994869,19200.0,398
TX0120001,0.25962762038711407,110.94386111937688,226800.0,399
IL0311350,0.25917916186082274,57.91540575944864,118600.0,400
SD4600282,0.25902352738175627,19.911716932142745,40800.0,401
IA8127048,0.2589662447257384,30.641649189953018,62800.0,402
IA5842000,0.2561025616751204,19.59067001234391,40600.0,403
IA0505077,0.25572736403904567,55.69861157164608,115600.0,404
MI0005310,0.25225206784635695,6.08350736233345,12800.0,405
DE0000571,0.2511574074074074,621.2321062752915,1312800.0,406
MI0004740,0.2511574074074074,91.7083959446614,193800.0,407
FL6290327,0.2511574074074074,2590.833167167292,5475000.0,408
NC0466010,0.2511574074074074,17.319542268186826,36600.0,409
NC0149010,0.2504190984997457,1158.6023518415852,2455600.0,410
MN1240004,0.2498989555435929,34.27718540303304,72800.0,411
WI6060226,0.2491554054054054,17.463150093817088,37200.0,412
OH4801411,0.2491554054054054,3572.7164006452776,7610600.0,413
MI0006930,0.2491554054054054,28.260259022790017,60200.0,414
FL6280049,0.2491554054054054,94.92067067123159,202200.0,415
MN1250020,0.2491554054054054,52.76500189637206,112400.0,416
MN1730037,0.2491554054054054,15.303728308022501,32600.0,417
OH2600412,0.2491554054054054,39.99624698906494,85200.0,418
OH7802711,0.2491554054054054,74.35921975431792,158400.0,419
OH5900712,0.2491554054054054,72.76312539090453,155000.0,420
FL3480327,0.2491554054054054,27.509155792948423,58600.0,421
OH7200412,0.2491554054054054,47.6011671912111,101400.0,422
NC0332010,0.2491554054054054,5104.873101618402,10874400.0,423
NY3704364,0.2491554054054054,47.788942998671494,101800.0,424
MN1860005,0.2491554054054054,87.50352627654584,186400.0,425
MN1690048,0.2491554054054054,38.681816336842154,82400.0,426
TN0000478,0.2491554054054054,13.707633944609112,29200.0,427
IN5271010,0.2491554054054054,41.40456554501793,88200.0,428
KS2011706,0.2491554054054054,132.85138377823213,283000.0,429
MO5010283,0.2491554054054054,14.17707346326011,30200.0,430
PA7500019,0.24838766096062614,57.843933985597836,123600.0,431
NJ0906001,0.24669312169312166,2488.6336184790516,5354200.0,432
OK1011502,0.24634142881740673,172.93768452901173,372600.0,433
MO6010798,0.24597798164494264,126.98608373078265,274000.0,434
IA4728067,0.24578820734728637,2.9638099337260835,6400.0,435
MN1560014,0.24564270152505444,63.59162617853049,137400.0,436
OH3101812,0.24564270152505444,88.86166103550113,192000.0,437
WI6030138,0.24564270152505444,65.44291078343676,141400.0,438
MN1850006,0.24564270152505444,41.653903610391154,90000.0,439
NJ0708001,0.24469111969111967,93.03550159018303,201800.0,440
ME0090610,0.24415856544048664,111.14200515302596,241600.0,441
FL3350847,0.24364069952305245,65.73583577334294,143200.0,442
FL6521405,0.24364069952305245,5856.457022549963,12757800.0,443
AR0000521,0.24364069952305245,147.6302010105244,321600.0,444
NJ0817001,0.24364069952305245,48.47558839151547,105600.0,445
AL0000490,0.24364069952305245,667.2738189953303,1453600.0,446
NY7003493,0.24364069952305245,11468.608096785867,24983400.0,447
IL0310660,0.24364069952305245,68.12289126231909,148400.0,448
GA0550003,0.24364069952305245,83.45513228766583,181800.0,449
SD4600185,0.2432161219649359,2.0162963744072178,4400.0,450
IA5475050,0.24010582010582013,74.46322670451175,164600.0,451
MI0000450,0.24010582010582013,639.3161116574485,1413200.0,452
MO6010702,0.24010582010582013,22.167060197576404,49000.0,453
PA5040009,0.23944444444444446,135.25263251389526,299800.0,454
MO4020601,0.23944444444444446,42.497658381617526,94200.0,455
MN1560023,0.23906452943943127,34.77296930674388,77200.0,456
AZ0403702,0.23859373736904277,131.08587368786175,291600.0,457
MI0001490,0.23726851851851852,34.06468859652822,76200.0,458
MN1470003,0.23726851851851852,57.668567309083215,129000.0,459
