pwsid,name,state,must_replace,unknown,pop,lead90,exposure_per_line,cost_total,priority_rank
OH8600012,BRYAN CITY PWS,OH,692.0,1435.0,8729,0.0,2.241653826399589,3539400.0,5534
NC0498020,"ELM CITY, TOWN OF",NC,12.0,0.0,1450,0.0,2.241112828438949,56400.0,5535
IA9725094,CUSHING WATER SUPPLY,IA,117.0,0.0,230,0.0021,2.2410256410256406,549900.0,5536
MO2010624,PARIS PWS,MO,4.0,614.0,1161,0.00408,2.240959028831563,141600.0,5537
MT0000343,THREE FORKS  CITY OF,MT,66.0,94.0,1900,0.002,2.240721470690253,329000.0,5538
WI1110113,WISCONSIN DELLS WATERWORKS,WI,70.0,1347.0,3232,0.0017,2.2405313408053136,598400.0,5539
WY5600044,"RANCHESTER, TOWN OF",WY,1.0,320.0,1297,0.0,2.24006908462867,68700.0,5540
TX0930001,CITY OF NAVASOTA,TX,44.0,113.0,8068,0.0,2.239866740699611,229400.0,5541
KY0920025,BEAVER DAM MUNICIPAL WATER & SEWER,KY,37.0,0.0,3901,0.0,2.2393800229621124,173900.0,5542
MN1600010,Fosston,MN,4.0,2.0,1385,0.002,2.239182120779838,19200.0,5543
IA8455056,MATLOCK WATER SUPPLY,IA,1.0,0.0,74,0.0027,2.238974358974359,4700.0,5544
MN1090011,Scanlon,MN,5.0,325.0,1003,0.0,2.2388392857142856,88500.0,5545
AL0000219,JEMISON WATER WORKS,AL,117.0,475.0,4365,0.0,2.2384615384615385,644900.0,5546
WA5311200,CARNATION WATER SYSTEM CITY OF,WA,3.0,707.0,2400,0.0019,2.23841059602649,155500.0,5547
IA0407008,CENTERVILLE MUNICIPAL WATERWORKS,IA,71.0,1763.0,5344,0.0013,2.237821451509313,686300.0,5548
KY0890071,CENTRAL CITY WATER & SEWER,KY,7.0,1097.0,5601,0.0,2.2377147423092287,252300.0,5549
NE3106302,"CURTIS, CITY OF",NE,125.0,161.0,806,0.00278,2.2374207650273226,619700.0,5550
TX2490001,CITY OF ALVORD,TX,63.0,4.0,1360,0.0,2.236842105263158,296900.0,5551
NY0900225,SARANAC WD,NY,2.0,2.0,90,0.0014,2.2363636363636363,9800.0,5552
WY5601254,NORTHWEST RURAL WATER DISTRICT,WY,1.0,2100.0,7330,0.0,2.2361195851128737,424700.0,5553
NY5801237,RED CREEK VILLAGE,NY,52.0,122.0,600,0.0011,2.236111111111111,268800.0,5554
AL0001302,FOSTERS-RALPH WATER AUTHORITY,AL,1.0,0.0,6015,0.0,2.2360594795539033,4700.0,5555
OH5501612,TROY CITY PWS,OH,120.0,2811.0,26305,0.0005,2.235899755970497,1126200.0,5556
OK2002001,THOMAS,OK,4.0,0.0,1238,0.0025,2.2358101135190918,18800.0,5557
WI6490341,OSCEOLA WATERWORKS,WI,31.0,230.0,2680,0.00029,2.235526459356247,191700.0,5558
NE3110908,"PANAMA, VILLAGE OF",NE,16.0,85.0,250,0.0019,2.235449735449736,92200.0,5559
GA2570001,TOCCOA,GA,1.0,7464.0,28711,0.0,2.2351887894122227,1497500.0,5560
IA7245047,SIBLEY PUBLIC WATER SUPPLY,IA,94.0,441.0,2860,0.001,2.234920634920635,530000.0,5561
MN1500014,Rose Creek,MN,3.0,176.0,400,0.0,2.2346368715083798,49300.0,5562
NY0501715,CATO VILLAGE,NY,3.0,173.0,601,0.0,2.2342007434944238,48700.0,5563
NC0351010,"SMITHFIELD, TOWN OF",NC,43.0,5554.0,12900,0.0,2.234153100103914,1312900.0,5564
IA9926096,EAGLE GROVE WATER SUPPLY,IA,754.0,0.0,3601,0.0,2.2338709677419355,3543800.0,5565
MT0000344,TOWNSEND  CITY OF,MT,8.0,560.0,2000,0.001,2.2338568935427574,149600.0,5566
WI4240216,BERLIN WATERWORKS,WI,4.0,841.0,5524,0.00055,2.233442537701508,187000.0,5567
TX0180002,CITY OF MERIDIAN,TX,258.0,0.0,1415,0.0024,2.233197278911564,1212600.0,5568
VA1169405,"GATE CITY, TOWN OF",VA,1.0,892.0,2034,0.00519,2.233086460032627,183100.0,5569
ND5100515,KENMARE CITY OF,ND,51.0,286.0,961,0.00382,2.232841975308642,296900.0,5570
IL0670400,HAMILTON,IL,76.0,419.0,2753,0.0022,2.2325129655822726,441000.0,5571
NJ0810004,MANTUA TOWNSHIP MUA,NJ,62.0,52.0,12600,0.0,2.2320637732506645,301800.0,5572
KS2005304,"KANOPOLIS, CITY OF",KS,174.0,4.0,453,0.0,2.231527093596059,818600.0,5573
WI6030124,ALMENA WATERWORKS,WI,8.0,232.0,705,0.0,2.231012658227848,84000.0,5574
KS2010313,LAN DEL WATER DISTRICT,KS,1.0,1.0,7302,0.0,2.230980751604033,4900.0,5575
IA1103009,ALBERT CITY MUNI WATER SUPPLY,IA,5.0,67.0,677,0.002,2.230426356589147,36900.0,5576
TX1080008,CITY OF MISSION,TX,2.0,34548.0,77058,0.0,2.2303328509406657,6919000.0,5577
MN1630002,Plummer,MN,1.0,95.0,276,0.001,2.23030303030303,23700.0,5578
NC0190015,"MARSHVILLE, TOWN OF",NC,18.0,4.0,3163,0.0,2.2290345313601128,85400.0,5579
TX0960019,RRA CLUB LAKE WATER SYSTEM,TX,9.0,0.0,78,0.0,2.2285714285714286,42300.0,5580
NE3115902,"GOEHNER, VILLAGE OF",NE,4.0,33.0,185,0.00325,2.2285478547854787,25400.0,5581
PA4490023,PA AMERICAN WHITE DEER,PA,209.0,12435.0,30209,0.0,2.2282953455779304,3469300.0,5582
IL0810300,MOUNT VERNON,IL,808.0,31.0,15793,0.0,2.2275035260930887,3803800.0,5583
NE3115515,"YUTAN, CITY OF",NE,2.0,0.0,1274,0.0,2.227272727272727,9400.0,5584
KS2003510,"UDALL, CITY OF",KS,93.0,0.0,658,0.0018,2.2264652567975833,437100.0,5585
SD4600097,CORSICA,SD,14.0,211.0,561,0.005,2.2261904761904767,108000.0,5586
IA2279003,STRAWBERRY POINT WATER SUPPLY,IA,75.0,257.0,1155,0.002,2.226190476190476,403900.0,5587
WI6320333,ROCKLAND WATERWORKS,WI,6.0,185.0,642,0.00154,2.2261383647798745,65200.0,5588
GA1090002,DAISY,GA,3.0,0.0,325,0.0,2.2260273972602738,14100.0,5589
IA4525017,ELMA WATER SUPPLY,IA,52.0,24.0,505,0.0051,2.225986842105263,249200.0,5590
WI1230072,BRODHEAD WATERWORKS,WI,80.0,806.0,3216,0.00102,2.2259805573558005,537200.0,5591
WI8020378,MELLEN WATER UTILITY,WI,114.0,0.0,731,0.004,2.225801282051282,535800.0,5592
MT0000216,FORT BENTON  CITY OF,MT,29.0,553.0,1500,0.002,2.225130890052356,246900.0,5593
IA1970051,NEW HAMPTON WATER SUPPLY,IA,11.0,37.0,3494,0.0012,2.2249528301886796,59100.0,5594
NE3101105,"ST EDWARD, CITY OF",NE,81.0,196.0,710,0.00206,2.224536271808999,419900.0,5595
MN1630003,Red Lake Falls,MN,17.0,365.0,1328,0.0,2.224455611390285,152900.0,5596
TN0000174,DAYTON WATER DEPT,TN,4519.0,29.0,25054,0.001,2.224427057322013,21245100.0,5597
PA5260019,NORTH FAYETTE CNTY MUNI AUTH,PA,153.0,12174.0,35409,0.00223,2.224399124965819,3153900.0,5598
MN1650009,Hector,MN,7.0,520.0,1127,0.003,2.224342105263158,136900.0,5599
SD4600076,BRYANT,SD,2.0,66.0,471,0.002,2.2241666666666666,22600.0,5600
WI4380436,COLEMAN WATERWORKS,WI,6.0,0.0,727,0.0023,2.2240671971706454,28200.0,5601
KS2011903,"PLAINS, CITY OF",KS,54.0,256.0,1023,0.0,2.223913043478261,305000.0,5602
NE3104304,"HOMER, VILLAGE OF",NE,18.0,64.0,532,0.000989,2.2238295424836605,97400.0,5603
TX2360003,CITY OF NEW WAVERLY,TX,31.0,0.0,1125,0.0,2.2233201581027666,145700.0,5604
MN1770005,Grey Eagle,MN,1.0,190.0,330,0.005,2.2222222222222228,42700.0,5605
UTAH04020,PRICE RIVER WID,UT,1.0,1726.0,5790,0.0014,2.2219726219726215,349900.0,5606
MI0004800,UPPER MICHIGAN WATER COMPANY,MI,8.0,0.0,5535,0.0016,2.220957215373459,37600.0,5607
MT0000222,FROMBERG  TOWN OF,MT,12.0,218.0,498,0.005,2.2207357859531776,100000.0,5608
SD4600288,SALEM,SD,41.0,165.0,1325,0.003,2.2206703910614523,225700.0,5609
MN1280005,Houston,MN,25.0,4.0,997,0.0,2.220489977728285,118300.0,5610
MO4010052,BELL CITY PWS,MO,29.0,2.0,428,0.00274,2.220093567251462,136700.0,5611
IA9427082,DUNCOMBE WATER SUPPLY,IA,9.0,68.0,384,0.0,2.2196531791907512,55900.0,5612
KS2006108,"JUNCTION CITY, CITY OF",KS,8416.0,216.0,19167,0.0,2.2191733240708578,39598400.0,5613
IA3890097,WELLSBURG WATER SUPPLY,IA,2.0,0.0,721,0.00328,2.218835016835017,9400.0,5614
NY3800150,HARTWICK WATER DISTRICT,NY,1.0,40.0,416,0.0018,2.218666666666667,12700.0,5615
NE3106506,"ARAPAHOE, CITY OF",NE,24.0,0.0,1026,0.00417,2.2186598984771577,112800.0,5616
PA5260022,PA-AMERICAN WATER CO-CONNELLSV,PA,54.0,4798.0,11425,0.0,2.217585403726708,1213400.0,5617
AL0000596,"BERRY, TOWN OF",AL,6.0,0.0,4887,0.0,2.2173321234119783,28200.0,5618
GA0750000,ADEL,GA,842.0,59.0,5970,0.00074,2.216744515215853,3969200.0,5619
ME0090240,BROWNVILLE JCT WATER DEPT,ME,3.0,1.0,663,0.0015,2.2167173252279637,14300.0,5620
IA7909047,BROOKLYN WATER DEPARTMENT,IA,49.0,0.0,1505,0.0,2.216494845360825,230300.0,5621
NE3112502,"GENOA, CITY OF",NE,159.0,311.0,898,0.0024,2.216340425531915,809500.0,5622
AL0000279,"HEFLIN, THE WATER WORKS AND SEWER BOARD",AL,7.0,490.0,4590,0.0,2.2163206180589086,130900.0,5623
OK1010820,MADILL,OK,1.0,923.0,3410,0.0017,2.2162677563728352,189300.0,5624
IA0607013,BLAIRSTOWN WATER SUPPLY,IA,7.0,0.0,738,0.0,2.2162162162162162,32900.0,5625
NE3113111,"DUNBAR, VILLAGE OF",NE,20.0,37.0,195,0.0,2.215909090909091,101400.0,5626
MI0006710,"UBLY, VILLAGE OF",MI,14.0,325.0,858,0.0015,2.2154929577464793,130800.0,5627
MN1730018,Paynesville,MN,61.0,447.0,2530,0.0,2.2154115586690017,376100.0,5628
IL1450050,CUTLER,IL,22.0,81.0,463,0.0,2.215311004784689,119600.0,5629
IL1635040,IL AMERICAN-EAST ST LOUIS,IL,1100.0,34431.0,131368,0.003,2.215218582690443,12056200.0,5630
MO5010241,EL DORADO SPRINGS PWS,MO,32.0,30.0,3593,0.00111,2.2152020665901264,156400.0,5631
MN1500008,Grand Meadow,MN,2.0,264.0,1154,0.0,2.214971209213052,62200.0,5632
WI7010110,FRIENDSHIP WATERWORKS,WI,21.0,97.0,781,0.00231,2.214432432432432,118100.0,5633
IA4515087,CRESCO WATERWORKS,IA,5.0,73.0,3913,0.001,2.2142528735632183,38100.0,5634
IN5204004,OTTERBEIN WATER DEPARTMENT,IN,1.0,7.0,1262,0.0,2.2140350877192985,6100.0,5635
WA5374000,ROLLING HILLS-GLENCAIRN,WA,1.0,157.0,872,0.0021,2.2139866369710464,36100.0,5636
NY0900242,STANDISH WATER DISTRICT,NY,1.0,0.0,110,0.001,2.2138364779874213,4700.0,5637
MO1010167,CLARKSDALE PWS,MO,3.0,4.0,245,0.0014,2.213774104683196,14900.0,5638
WI1250086,REWEY WATERWORKS,WI,3.0,12.0,290,0.0,2.213740458015267,16500.0,5639
NE3103507,"SUTTON, CITY OF",NE,65.0,5.0,1447,0.00333,2.2130588235294115,306500.0,5640
LA1017031,SHREVEPORT WATER SYSTEM,LA,1799.0,85680.0,192378,0.00092,2.212271613231773,25591300.0,5641
WY5600156,"ALPINE, TOWN OF",WY,2.0,59.0,1300,0.002,2.2122122122122123,21200.0,5642
MN1370003,Dawson,MN,15.0,107.0,1540,0.002,2.2120828052386985,91900.0,5643
NC0309010,"ELIZABETHTOWN, TOWN OF",NC,98.0,907.0,5311,0.0,2.2119950020824657,642000.0,5644
IA8503039,AMES WATER TREATMENT PLANT,IA,438.0,0.0,55177,0.0,2.2109713095047283,2058600.0,5645
GA2290000,BLACKSHEAR,GA,257.0,661.0,4455,0.0011,2.210679611650485,1340100.0,5646
IL0850250,HANOVER,IL,274.0,68.0,863,0.0039,2.2101219512195125,1301400.0,5647
TX0650001,CITY OF CLARENDON,TX,3.0,98.0,2026,0.00164,2.209940347427073,33700.0,5648
MN1690046,Virginia,MN,65.0,1779.0,8361,0.0,2.2095665961945032,661300.0,5649
IA8930038,FARMINGTON WATER SUPPLY,IA,44.0,0.0,601,0.0,2.2095588235294117,206800.0,5650
TX1230049,CITY OF BEVIL OAKS,TX,1.0,415.0,1414,0.0,2.209375,87700.0,5651
WI1230077,BROWNTOWN WATERWORKS,WI,27.0,0.0,256,0.002475,2.209185185185185,126900.0,5652
OH3000603,GUERNSEY CO. WATER DEPT.,OH,6.0,424.0,8891,0.0,2.208944099378882,113000.0,5653
PA6330010,PA AMERICAN WATER PUNXSY,PA,111.0,3201.0,8800,0.0,2.206619859578736,1161900.0,5654
IA5355094,OLIN WATER SUPPLY,IA,33.0,323.0,651,0.0031,2.206573033707865,219700.0,5655
CO0163001,ECKLEY TOWN OF,CO,9.0,86.0,235,0.005,2.206572769953052,59500.0,5656
IL0990450,LOSTANT,IL,13.0,206.0,463,0.00065,2.205768645357687,102300.0,5657
MI0004060,"MAPLE RAPIDS, VILLAGE OF",MI,247.0,0.0,643,0.0011,2.2049627263045792,1160900.0,5658
MT0004177,FORT PECK RURAL COUNTY WATER DISTRICT,MT,1.0,3.0,663,0.005,2.204488778054863,5300.0,5659
OH0600512,NEW BREMEN VILLAGE,OH,7.0,800.0,3034,0.0021,2.204435946462715,192900.0,5660
TX0370004,CITY OF WELLS,TX,9.0,0.0,853,0.0,2.204134366925065,42300.0,5661
IA6739095,ONAWA MUNICIPAL WATER PLANT,IA,110.0,1048.0,2906,0.002,2.20298773690078,726600.0,5662
NY1500300,WILMINGTON WD,NY,4.0,0.0,980,0.0056,2.2027277686852154,18800.0,5663
MO3010240,ELDON PWS,MO,12.0,2266.0,4895,0.00239,2.2021484930798083,509600.0,5664
WY5600206,"COWLEY, TOWN OF",WY,13.0,106.0,800,0.003,2.2018348623853212,82300.0,5665
MN1340005,New London,MN,9.0,193.0,1277,0.0,2.2017241379310346,80900.0,5666
SC2310005,GREER CPW (SC2310005),SC,1607.0,1134.0,54024,0.0,2.2014669926650368,7779700.0,5667
NC0464050,MIDDLESEX WATER SYSTEM,NC,15.0,0.0,1389,0.0,2.2012678288431062,70500.0,5668
TX0540002,CITY OF LORENZO,TX,20.0,73.0,957,0.0008,2.2009606986899564,108600.0,5669
IN5256002,BROOK WATER UTILITY,IN,15.0,102.0,986,0.0,2.200892857142857,90900.0,5670
IA5475050,SIGOURNEY MUNI WATER WORKS,IA,21.0,823.0,2004,0.0019,2.200623781676413,263300.0,5671
IL1050350,FAIRBURY,IL,34.0,803.0,3633,0.0007,2.200543981481481,320400.0,5672
IL0190050,IL AMERICAN-BROADLANDS,IL,1.0,0.0,330,0.001,2.2,4700.0,5673
IA2533038,DEXTER WATER SUPPLY,IA,13.0,13.0,693,0.0,2.2,63700.0,5674
MN1440002,Mahnomen,MN,16.0,0.0,1210,0.0,2.2,75200.0,5675
ND4000834,ROLLA CITY OF,ND,2.0,354.0,1280,0.0,2.1993127147766325,80200.0,5676
KS2014104,"PORTIS, CITY OF",KS,1.0,28.0,86,0.0107,2.1992039800995022,10300.0,5677
GA1130003,FAYETTEVILLE,GA,203.0,0.0,15281,0.0012,2.198119339371337,954100.0,5678
OK3006802,GANS UTILITY AUTHORITY,OK,1.0,0.0,600,0.0,2.197802197802198,4700.0,5679
MO3010054,BELLE PWS,MO,2.0,552.0,1545,0.0,2.197724039829303,119800.0,5680
IN5223001,ATTICA WATER UTILITY,IN,785.0,0.0,3147,0.0,2.1976256983240225,3689500.0,5681
IA6028081,GEORGE WATER SUPPLY,IA,112.0,6.0,1082,0.002,2.197610513739546,527600.0,5682
IA4493028,WINFIELD MUNI WATER DEPT,IA,43.0,71.0,1035,0.0,2.1974522292993632,216300.0,5683
MO3010149,CENTERTOWN PWS,MO,3.0,29.0,278,0.00278,2.1968177777777775,19900.0,5684
IA7428021,EMMETSBURG MUNICIPAL WATER DEPARTMENT,IA,24.0,8.0,3733,0.0011,2.1966849415204677,114400.0,5685
NE3116702,"STANTON, CITY OF",NE,87.0,7.0,1577,0.0,2.1963788300835656,410300.0,5686
IA9276096,WELLMAN MUNICIPAL WATERWORKS,IA,2.0,0.0,1524,0.0,2.195965417867435,9400.0,5687
MO3010728,SEDALIA PWS,MO,268.0,7768.0,21725,0.00172,2.1940865573374406,2813200.0,5688
OH1901312,VERSAILLES VILLAGE PWS,OH,1.0,331.0,2687,0.0007,2.1920446869316708,70900.0,5689
PA2450063,PAWC POCONO DISTRICT,PA,7.0,7523.0,17860,0.0,2.191679960731378,1537500.0,5690
TX1680001,CITY OF COLORADO CITY,TX,10.0,35.0,3991,0.0,2.1916529379461833,54000.0,5691
NE3102505,"UNION, VILLAGE OF",NE,9.0,87.0,196,0.00328,2.1913639143730888,59700.0,5692
GA1350000,BUFORD,GA,454.0,479.0,8482,0.0,2.1911650736243864,2229600.0,5693
KY0500166,GREEN RIVER VALLEY WATER DISTRICT,KY,68.0,2157.0,17431,0.003,2.190741516547968,751000.0,5694
MN1240008,Freeborn,MN,2.0,6.0,259,0.002,2.1905472636815917,10600.0,5695
MN1510009,Slayton,MN,9.0,605.0,1964,0.003,2.1903345724907064,163300.0,5696
MI0001530,COLOMA,MI,10.0,238.0,1555,0.0,2.1901408450704225,94600.0,5697
IA8403029,ALTON MUNICIPAL WATER DEPARTMENT,IA,63.0,0.0,1248,0.000873,2.190105472636816,296100.0,5698
OK2002157,COLCORD PWA,OK,23.0,0.0,819,0.0,2.1898395721925135,108100.0,5699
IN5245008,CROWN POINT WATER WORKS,IN,199.0,2563.0,30000,0.0007,2.1886108594131177,1447900.0,5700
PA6200014,AQUA PA CRAWFORD DIV,PA,40.0,255.0,2300,0.001,2.188522152839726,239000.0,5701
KS2003703,CRAWFORD CO RWD 1,KS,1.0,97.0,430,0.0021,2.188392857142857,24100.0,5702
CO0146588,OURAY CITY OF,CO,6.0,401.0,1460,0.0013,2.18832183908046,108400.0,5703
MO5010408,JASPER PWS,MO,106.0,48.0,932,0.00215,2.188062970568104,507800.0,5704
IA9855077,NORTHWOOD WATERWORKS,IA,12.0,0.0,2072,0.0,2.187961985216473,56400.0,5705
IA9778301,BEREA HEIGHTS INC,IA,1.0,3.0,33,0.00091,2.187625,5300.0,5706
GA0870000,ATTAPULGUS,GA,174.0,0.0,750,0.0,2.186588921282799,817800.0,5707
MI0002750,GRAND HAVEN,MI,1538.0,0.0,10412,0.0,2.1860172160403106,7228600.0,5708
NE3105307,"DODGE, VILLAGE OF",NE,21.0,3.0,612,0.003,2.1857142857142855,99300.0,5709
MO2010804,UNIONVILLE PWS,MO,12.0,58.0,1735,0.00584,2.1853974010275006,68000.0,5710
IL1550250,MARK,IL,15.0,23.0,555,0.0,2.1850393700787403,75100.0,5711
OH1900714,GREENVILLE CITY PWS,OH,478.0,1681.0,13227,0.0,2.184836471754212,2582800.0,5712
NY1200251,BOVINA CENTER WATER DIST. NO 1,NY,1.0,14.0,142,0.0,2.1846153846153844,7500.0,5713
MO1010068,BETHANY PWS,MO,6.0,1674.0,3292,0.00172,2.184215873015873,363000.0,5714
PA6170016,CITY OF DUBOIS WATER DEPART,PA,54.0,2786.0,7794,0.0031,2.1841058987459356,811000.0,5715
KS2005711,"BUCKLIN, CITY OF",KS,27.0,345.0,771,0.0031,2.1838967136150234,195900.0,5716
MO5010575,NIANGUA PWS,MO,7.0,55.0,411,0.0011,2.183861386138614,43900.0,5717
WI6270293,MELROSE WATERWORKS,WI,29.0,112.0,524,0.0,2.183333333333333,158700.0,5718
MI0004250,MENOMINEE,MI,734.0,0.0,8583,0.00075,2.1831758720930234,3449800.0,5719
OH7501214,SIDNEY CITY PWS,OH,710.0,2894.0,20614,0.0,2.182992693000106,3915800.0,5720
IL0995030,IL AMERICAN-STREATOR,IL,162.0,6646.0,19000,0.001,2.182967111877064,2090600.0,5721
GA3210001,POULAN,GA,301.0,0.0,956,0.0,2.182648401826484,1414700.0,5722
NE3112501,"BELGRADE, VILLAGE OF",NE,9.0,0.0,137,0.00722,2.182179211469534,42300.0,5723
SC0410001,IVA TOWN OF (SC0410001),SC,79.0,25.0,1874,0.0,2.181606519208382,376300.0,5724
KS2008504,"CIRCLEVILLE, CITY OF",KS,2.0,79.0,155,0.0021,2.1814814814814816,25200.0,5725
MN1340001,Atwater,MN,9.0,2.0,1133,0.001,2.181468110709988,42700.0,5726
MO3010819,VERSAILLES PWS,MO,16.0,54.0,2539,0.00127,2.1804977566640273,86000.0,5727
MI0006830,WAKEFIELD,MI,19.0,3.0,1808,0.0028,2.180379403794038,89900.0,5728
MO3010196,CROCKER PWS,MO,18.0,7.0,933,0.002,2.1802061855670103,86000.0,5729
SC0220015,CLEARWATER WS DIST (SC0220015),SC,1.0,0.0,529,0.00045,2.1794800000000003,4700.0,5730
CT0690011,CTWC - CRYSTAL SYSTEM,CT,93.0,929.0,6378,0.0005,2.179431216931217,622900.0,5731
MO4024072,BUTLER COUNTY PWSD 3,MO,6.0,1022.0,2600,0.0,2.179379715004191,232600.0,5732
WY5600031,"LOVELL, TOWN OF",WY,3.0,270.0,2360,0.0,2.1791320406278856,68100.0,5733
IA2725073,GARDEN GROVE WATER SUPPLY,IA,1.0,32.0,179,0.0018,2.179130434782609,11100.0,5734
OK2006201,ADA,OK,103.0,10491.0,22600,0.00174,2.1789719222462205,2582300.0,5735
IL1795040,IL AMERICAN-PEKIN,IL,2520.0,5668.0,31731,0.001,2.177737742890233,12977600.0,5736
NE3110711,"WAUSA, VILLAGE OF",NE,18.0,7.0,592,0.0026,2.177471264367816,86000.0,5737
NE3114304,"SHELBY, VILLAGE OF",NE,3.0,324.0,714,0.0011,2.1771590909090905,78900.0,5738
WI1220110,MONTFORT WATERWORKS,WI,4.0,0.0,718,0.0011,2.1769868173258002,18800.0,5739
NE3106706,"CORTLAND, VILLAGE OF",NE,10.0,187.0,529,0.0,2.1769547325102883,84400.0,5740
OH2502112,OAK HILLS MOBILE HOME PARK,NC,17.0,4.0,505,0.0011,2.176840696117804,80700.0,5741
KY0500305,MUNFORDVILLE WATER DEPT,KY,436.0,129.0,2109,0.0,2.176470588235294,2075000.0,5742
SC0220003,BATH W&SD (SC0220003),SC,9.0,33.0,757,0.00082,2.175429609445958,48900.0,5743
MI0005970,SCHOOLCRAFT,MI,315.0,0.0,1405,0.0,2.174922600619195,1480500.0,5744
OK1021503,NOWATA MUNICIPAL AUTHORITY,OK,298.0,1122.0,3971,0.0012,2.174787018255578,1625000.0,5745
IL1410450,POLO,IL,3.0,0.0,2355,0.0,2.1745152354570636,14100.0,5746
IA7803080,AVOCA WATER WORKS,IA,36.0,7.0,1697,0.0007,2.174043247654019,170600.0,5747
NJ2103001,NJ AMERICAN WATER - BELVIDERE,NJ,7.0,459.0,2854,0.0,2.1736481340441736,124700.0,5748
ND2800389,GARRISON CITY OF,ND,23.0,734.0,1453,0.00212,2.1734696373962428,254900.0,5749
NJ0105001,BUENA FAMILY MANOR MHP,NJ,14.0,2.0,64,0.0013,2.1733333333333333,66200.0,5750
NE3106503,"EDISON, VILLAGE OF",NE,43.0,0.0,111,0.0126,2.1727659574468086,202100.0,5751
MN1470010,Watkins,MN,8.0,114.0,958,0.0,2.1723356009070294,60400.0,5752
MO5010550,MOUNTAIN GROVE PWS,MO,465.0,311.0,4789,0.0,2.1718820861678005,2247700.0,5753
KY0780241,LEBANON WATER WORKS CO INC,KY,461.0,0.0,7642,0.0,2.171639670360898,2166700.0,5754
IA4316087,DUNLAP WATER SUPPLY,IA,173.0,91.0,1035,0.003,2.1713286713286712,831300.0,5755
PA4110017,HIGHLAND S & W AUTH BEAVERDAM,PA,3.0,6623.0,22617,0.0,2.1707457529513388,1338700.0,5756
OK2005506,HARRAH,OK,1.0,1676.0,4190,0.0011,2.170495495495495,339900.0,5757
NH1291010,LANCASTER WATER DEPT,NH,82.0,1070.0,2500,0.0,2.170138888888889,599400.0,5758
IA5584009,SWEA CITY WATER SUPPLY,IA,8.0,2.0,584,0.002,2.170054644808743,38000.0,5759
ND3400777,PEMBINA CITY OF,ND,1.0,76.0,592,0.00193,2.1693852813852814,19900.0,5760
MN1650005,Fairfax,MN,31.0,269.0,1295,0.0,2.169179229480737,199500.0,5761
NE3110922,"HALLAM, VILLAGE OF",NE,1.0,104.0,308,0.0,2.1690140845070425,25500.0,5762
OH6701412,GARRETTSVILLE VILLAGE PWS,OH,5.0,276.0,2325,0.0,2.1688432835820897,78700.0,5763
IA5003091,BAXTER WATER SUPPLY,IA,16.0,0.0,1002,0.0,2.168831168831169,75200.0,5764
FL3350573,HOWEY IN THE HILLS (2 WPS),FL,2.0,0.0,2027,0.001,2.168639251086593,9400.0,5765
TX1660007,CITY OF BUCKHOLTS,TX,19.0,0.0,365,0.00113,2.168489871086556,89300.0,5766
IA4103045,BRITT WATER WORKS,IA,98.0,240.0,2064,0.0,2.168067226890756,508600.0,5767
FL2180134,BUNNELL WATER PLANT,FL,4.0,0.0,3507,0.006,2.167682119205298,18800.0,5768
IN5209008,ROYAL CENTER WATER UTILITY,IN,5.0,99.0,861,0.0015,2.1672768878718536,43300.0,5769
AL0000354,STEWARTVILLE WATER AUTHORITY,AL,14.0,0.0,5067,0.0,2.1672369546621044,65800.0,5770
SD4600167,HUMBOLDT,SD,3.0,7.0,579,0.001,2.1670175438596493,15500.0,5771
GA0650000,HOMERVILLE,GA,118.0,727.0,3210,0.00031,2.1668915343915343,700000.0,5772
SD4600350,WALLACE,SD,1.0,0.0,91,0.0,2.1666666666666665,4700.0,5773
IL0110150,BUREAU JUNCTION,IL,4.0,3.0,297,0.0001,2.1665217391304346,19400.0,5774
KS2009104,JOHNSON CO RWD 7,KS,3253.0,0.0,6457,0.002,2.166350897967239,15289100.0,5775
WY5600038,OSAGE WATER DISTRICT,WY,3.0,19.0,240,0.003,2.1654135338345863,17900.0,5776
NV0000248,WINNEMUCCA CITY OF,NV,6.0,1038.0,8518,0.0,2.165226232841891,235800.0,5777
OH4102712,TILTONSVILLE PWS,OH,3.0,0.0,1372,0.0006,2.1652200303490137,14100.0,5778
MO6010799,TRUESDALE PWS,MO,1.0,154.0,853,0.0,2.16497461928934,35500.0,5779
MN1490007,Swanville,MN,31.0,64.0,329,0.0,2.164473684210526,158500.0,5780
IA2234074,GARNAVILLO WATER SUPPLY,IA,20.0,298.0,763,0.0024,2.1640097799511,153600.0,5781
VA1640243,"GALAX, CITY OF",VA,31.0,2478.0,6837,0.0,2.163607594936709,641300.0,5782
WI6420295,KENDALL WATERWORKS,WI,5.0,0.0,458,0.00236,2.163504761904762,23500.0,5783
ND0200958,VALLEY CITY CITY OF,ND,36.0,2873.0,6585,0.0,2.1625615763546797,743800.0,5784
KS2008501,"HOYT, CITY OF",KS,5.0,18.0,599,0.0,2.1624548736462095,27100.0,5785
TX0320001,CITY OF PITTSBURG,TX,377.0,714.0,4335,0.0,2.162094763092269,1914700.0,5786
NC0136060,"LOWELL, CITY OF",NC,536.0,10.0,3837,0.0,2.1616901408450704,2521200.0,5787
SD4600245,PLANKINTON,SD,4.0,406.0,782,0.002,2.1616260162601626,100000.0,5788
