pwsid,name,state,must_replace,unknown,pop,lead90,exposure_per_line,cost_total,priority_rank
WI2650145,SHARON WATERWORKS,WI,70.0,271.0,1549,0.0014,3.2136116382036684,383200.0,2415
VT0005217,DANBY MOUNT TABOR F D 1,VT,26.0,0.0,385,0.0024,3.2129496402877695,122200.0,2416
NJ0720001,VERONA WATER DEPARTMENT,NJ,4.0,3655.0,13641,0.0,3.2111581920903953,749800.0,2417
IA7820080,COUNCIL BLUFFS WATER WORKS,IA,3511.0,3257.0,64447,0.002,3.210687649273961,17153100.0,2418
NY4100035,CASTLETON VILLAGE PWS,NY,7.0,641.0,2413,0.002,3.2097809076682315,161100.0,2419
MO3010296,FULTON PWS,MO,7.0,3677.0,12600,0.00398,3.209178743961353,768300.0,2420
MI0005020,ONSTED,MI,6.0,134.0,907,0.004,3.2091247672253256,55000.0,2421
MO4010658,PORTAGEVILLE PWS,MO,633.0,33.0,3200,0.00615,3.2091038406827885,2981700.0,2422
NE3115905,"SEWARD, CITY OF",NE,47.0,159.0,7700,0.002,3.207154232512557,252700.0,2423
IN5202020,FORT WAYNE - 3 RIVERS FILTRATION PLANT,IN,11774.0,0.0,269994,0.00426,3.204469200621164,55337800.0,2424
TX1070190,WEST CEDAR CREEK MUD,TX,47.0,799.0,24414,0.0,3.2043575272345453,380700.0,2425
NE3103903,"WISNER, CITY OF",NE,21.0,585.0,1239,0.0111,3.203358098068351,215700.0,2426
KY0460182,HAWESVILLE WATER WORKS,KY,355.0,0.0,3225,0.002,3.2033304119193686,1668500.0,2427
ID4010022,CAPITOL WATER CORP,ID,2.0,2095.0,9000,0.0,3.202846975088968,428400.0,2428
TN0000497,NEW JOHNSONVILLE WATER DEPT,TN,1.0,673.0,2961,0.0009,3.202714285714286,139300.0,2429
PA2408001,HCA HAZLETON DIVISION,PA,1.0,12608.0,45000,0.0,3.2023911187019642,2526300.0,2430
AL0000244,"PENNINGTON, UTILITIES BOARD OF",AL,4.0,21.0,1080,0.0027,3.2020100502512565,23000.0,2431
TX1950001,TOWN OF PECOS CITY,TX,3.0,362.0,12916,0.00123,3.201629324169531,86500.0,2432
PR0002672,ISABELA,PR,1.0,6841.0,49419,0.006,3.2013048306496388,1372900.0,2433
NY2900000,TOWN OF HEMPSTEAD WATER DEPARTMENT,NY,34.0,30533.0,110000,0.001,3.2004073245685816,6266400.0,2434
NY2102314,ILION (SOUTH) WATER DISTRICT,NY,1.0,22.0,80,0.0042,3.2,9100.0,2435
MI0005720,ROCHESTER,MI,9.0,4.0,7130,0.0017,3.1995431949482733,43100.0,2436
WI6030125,BARRON LIGHT & WATER DEPT,WI,83.0,0.0,3423,0.0016,3.1994256756756756,390100.0,2437
MO4024108,CARTER COUNTY PWSD 1,MO,19.0,17.0,600,0.00107,3.198009950248756,92700.0,2438
TX1010635,WESTLAKE MUD 1,TX,3.0,0.0,3909,0.000916,3.1979256746337703,14100.0,2439
MT0000253,HUNGRY HORSE CO WATER AND SEWER DISTRICT,MT,1.0,213.0,1135,0.0,3.1971830985915495,47300.0,2440
KS2017322,"HAYSVILLE, CITY OF",KS,10.0,0.0,11315,0.003,3.1970802919708032,47000.0,2441
WA5390250,UNION GAP WATER,WA,10.0,1641.0,6433,0.0,3.1957277694982613,375200.0,2442
KY0150242,LEBANON JUNCTION WATER WORKS,KY,19.0,103.0,2866,0.0,3.1950947603121516,109900.0,2443
TX1010022,SUNBELT FWSD OAKWILDE SUBDIVISION,TX,331.0,0.0,6819,0.000511,3.194970820117807,1555700.0,2444
OH4701103,SHEFFIELD LAKE CITY PWS,OH,5.0,1942.0,9108,0.0019,3.194794520547945,411900.0,2445
TX1550008,CITY OF WACO,TX,400.0,0.0,146241,0.00189,3.19426133343679,1880000.0,2446
PA1150066,OXFORD BOROUGH,PA,152.0,460.0,5280,0.0,3.1941923774954626,806400.0,2447
AL0000017,"PRATTVILLE, THE WW BOARD OF THE CITY OF",AL,284.0,33.0,46614,0.00352,3.1941809301809303,1341400.0,2448
NJ0257001,SADDLE BROOK WATER DEPT,NJ,25.0,2682.0,13155,0.00112,3.194134658834162,653900.0,2449
VT0005126,RICHFORD WATER SYSTEM,VT,2.0,504.0,1700,0.0016,3.194114318053198,110200.0,2450
IA9743065,LAWTON WATER SUPPLY,IA,21.0,0.0,988,0.0043,3.1940368509212727,98700.0,2451
LA1063039,WARD II WATER DISTRICT,LA,16.0,1784.0,73506,0.001,3.1940035848134265,432000.0,2452
PR0002972,PUGNADO,PR,2.0,594.0,3556,0.006,3.193329057087877,128200.0,2453
TX0260015,LYONS WSC,TX,41.0,0.0,600,0.004,3.1932773109243695,192700.0,2454
IL2010450,IL AMERICAN-SOUTH BELOIT,IL,166.0,2286.0,7893,0.004,3.1931651229639093,1237400.0,2455
MN1100012,Watertown,MN,44.0,255.0,4550,0.004,3.1929824561403506,257800.0,2456
MI0006360,STANTON,MI,291.0,0.0,1417,0.002,3.192710404241219,1367700.0,2457
NJ2004002,NJ AMERICAN WATER - RARITAN,NJ,9470.0,124725.0,615430,0.002,3.1923662538255693,69454000.0,2458
NE3111106,"NORTH PLATTE, CITY OF",NE,4202.0,1505.0,25000,0.00759,3.192301170086485,20050400.0,2459
NY0400336,DELEVAN VILLAGE,NY,85.0,207.0,1090,0.002,3.1920757967269595,440900.0,2460
PR0005166,JUNCOS - CEIBA SUR,PR,1.0,4043.0,36277,0.006,3.1917923579688283,813300.0,2461
KY0080135,FLORENCE WATER & SEWER,KY,59.0,0.0,29351,0.0,3.1917137886037406,277300.0,2462
MI0004240,MENDON,MI,114.0,0.0,920,0.00342,3.191412429378531,535800.0,2463
PA4180052,LOGANTON BORO WATER SYSTEM,PA,1.0,200.0,402,0.01,3.1904761904761907,44700.0,2464
MI0006500,"SUTTONS BAY, VILLAGE OF",MI,155.0,0.0,874,0.0,3.18978102189781,728500.0,2465
PA5020043,WEST VIEW WATER AUTHORITY,PA,772.0,18428.0,200000,0.0,3.189741790402067,7314000.0,2466
TX1960004,REFUGIO COUNTY WCID 1,TX,1.0,0.0,665,0.000325,3.1897104851330207,4700.0,2467
TX2200034,CITY OF CROWLEY,TX,1.0,0.0,19935,0.0027,3.1895999999999995,4700.0,2468
KS2001511,"EL DORADO, CITY OF",KS,187.0,0.0,12810,0.0046,3.189481707317073,878900.0,2469
CO0151500,PUEBLO BOARD OF WW,CO,176.0,21048.0,114070,0.0023,3.1891964834028252,5036800.0,2470
CA4810001,CITY OF BENICIA,CA,10.0,0.0,27131,0.0023,3.189063052045115,47000.0,2471
TX1010432,CYPRESSWOOD UTILITY DISTRICT,TX,3.0,0.0,4305,0.0,3.188888888888889,14100.0,2472
NJ0228001,HO HO KUS WATER DEPT,NJ,22.0,1231.0,4060,0.00299,3.188797205850251,349600.0,2473
PR0004044,OROCOVIS URBANO,PR,2.0,2515.0,16869,0.006,3.18798596112311,512400.0,2474
FL1460149,"VALPARAISO, CITY OF",FL,16.0,1653.0,5722,0.0033,3.187598173515982,405800.0,2475
GA1890001,THOMSON-MCDUFFIE CO W&S COMM,GA,19.0,5710.0,21312,0.0021,3.1867366211962223,1231300.0,2476
GA2750004,PAVO,GA,132.0,10.0,815,0.0067,3.186576576576577,622400.0,2477
AL0001159,LITTLE WAXIE WATER AUTHORITY,AL,1.0,0.0,1383,0.001,3.1861771058315336,4700.0,2478
MN1850003,Elba,MN,3.0,1.0,146,0.003,3.1854545454545455,14300.0,2479
MT0002696,BELGRADE TRAILER COURT,MT,1.0,0.0,50,0.0022,3.185185185185185,4700.0,2480
ME0090100,BAILEYVILLE UTILITIES DISTRICT,ME,9.0,518.0,1688,0.00368,3.1850343434343436,145900.0,2481
WI6620271,GALESVILLE WATERWORKS,WI,44.0,70.0,1679,0.00284,3.184833599149389,220800.0,2482
NY2530005,TOWN OF GENESEO,NY,2.0,104.0,2605,0.0,3.184596577017115,30200.0,2483
MO3010831,MO AMERICAN WARDSVILLE,MO,1.0,179.0,1506,0.002,3.184328358208955,40500.0,2484
NJ1219001,SAYREVILLE W DEPT,NJ,197.0,6141.0,45345,0.00067,3.184137258855952,2154100.0,2485
TX2490008,CITY OF NEWARK,TX,44.0,0.0,1232,0.0,3.1834625322997416,206800.0,2486
NJ1922008,AQUA NJ - VERNON,NJ,3.0,7.0,515,0.0041,3.1833333333333336,15500.0,2487
PR0002872,QUEBRADA,PR,2.0,1417.0,9260,0.006,3.182911858580898,292800.0,2488
VA6107150,"HAMILTON, TOWN OF",VA,1.0,0.0,2240,0.0,3.1818181818181817,4700.0,2489
CT0770021,MANCHESTER WATER DEPARTMENT,CT,388.0,10924.0,51198,0.0,3.181383210091344,4008400.0,2490
VT0005198,GREENSBORO FIRE DISTRICT 1,VT,41.0,61.0,551,0.0011,3.179605734767025,204900.0,2491
NM3575029,UPPER DES MONTES MDWCA,NM,1.0,0.0,222,0.0024,3.1792592592592595,4700.0,2492
NY2902837,MASSAPEQUA WD,NY,5.0,1600.0,43000,0.0,3.1790625462073043,343500.0,2493
MO1010685,RICHMOND PWS,MO,4.0,333.0,5797,0.00833,3.1780991657854543,85400.0,2494
GA1770068,LEE COUNTY UTILITIES AUTHORITY,GA,2.0,964.0,20194,0.0015,3.1778826895565095,202200.0,2495
PR0003303,SAN SEBASTIAN,PR,2.0,3585.0,24449,0.006,3.1772579597141,726400.0,2496
VT0005469,SHAFTSBURY WATER SYSTEM,VT,7.0,225.0,950,0.0,3.177257525083612,77900.0,2497
NY3202415,WATERVILLE VILLAGE,NY,81.0,37.0,1742,0.003,3.176899696048632,388100.0,2498
SD4600311,SPEARFISH,SD,37.0,1412.0,12193,0.003,3.17594964184936,456300.0,2499
LA1097013,TOWN OF PORT BARRE WATER SYSTEM,LA,12.0,1067.0,3828,0.00075,3.1748815165876776,269800.0,2500
KS2016134,HUNTERS ISLAND WATER DISTRICT,KS,3.0,23.0,200,0.0,3.1746031746031744,18700.0,2501
PA5630068,DONEGAL TOWNSHIP,PA,2.0,306.0,820,0.003,3.1741935483870964,70600.0,2502
VA2023300,"FINCASTLE, TOWN OF",VA,3.0,0.0,952,0.0,3.1733333333333333,14100.0,2503
PA4110013,HASTINGS MUNI AUTH,PA,5.0,712.0,2100,0.002,3.173333333333333,165900.0,2504
IL1350400,LITCHFIELD,IL,1056.0,0.0,6648,0.0091,3.1722958122958125,4963200.0,2505
AL0000038,"GULF SHORES, THE UB OF THE CITY OF",AL,14.0,0.0,40947,0.0024,3.172066248163483,65800.0,2506
NJ0822001,WOODBURY CITY W DEPT,NJ,1733.0,0.0,10263,0.0,3.1715080346106306,8145100.0,2507
NY4503513,CHARLTON WD (GLENVILLE),NY,1.0,399.0,2000,0.0011,3.170851797144264,84500.0,2508
TX0010002,CITY OF FRANKSTON DOWNTOWN PLANT,TX,60.0,0.0,1896,0.0,3.17056856187291,282000.0,2509
MI0004670,"NEW BALTIMORE, CITY OF",MI,19.0,0.0,12720,0.0,3.1704885343968097,89300.0,2510
NJ1401001,BOONTON WATER DEPT,NJ,31.0,2967.0,9532,0.00113,3.1704538612228066,739100.0,2511
ND5101065,NORTH PRAIRIE RWD-SYSTEM III,ND,1.0,550.0,2742,0.00931,3.169663338088445,114700.0,2512
NM3510701,ALBUQUERQUE WATER SYSTEM,NM,20.0,170705.0,560326,0.0,3.1693005576986164,34235000.0,2513
GA3150004,SEVILLE,GA,2.0,0.0,189,0.0016,3.1690909090909094,9400.0,2514
MN1420001,Balaton,MN,19.0,6.0,639,0.012,3.168595041322314,90500.0,2515
WA5315400,COULEE DAM WATER DEPT,WA,1.0,35.0,1454,0.0017,3.167879973907371,11700.0,2516
IL1235200,PRAIRIE PATH WATER COMPANY-LAKE WILDWOOD,IL,4.0,165.0,1295,0.0043,3.1677439797211657,51800.0,2517
CT1423011,TOLLAND WATER DEPARTMENT,CT,1.0,358.0,1251,0.0,3.1670886075949367,76300.0,2518
MT0000028,PLEASANT PARK COMMUNITY INC,MT,28.0,16.0,125,0.004,3.1666666666666665,134800.0,2519
MD0210021,TOWN OF WILLIAMSPORT DISTRIBUTION SYSTEM,MD,6.0,752.0,2400,0.0,3.1662269129287597,178600.0,2520
PR0002762,MOROVIS URBANO,PR,2.0,2507.0,20628,0.006,3.165537652088129,510800.0,2521
TX0370017,DIALVILLE OAKLAND WSC,TX,1.0,0.0,924,0.0,3.164383561643836,4700.0,2522
NJ1434001,ROCKAWAY BORO WATER DEPT,NJ,4.0,241.0,7066,0.00485,3.164356457980823,67000.0,2523
PA2580012,AQUA PA WATER CO HOP BOTTOM,PA,2.0,21.0,174,0.006,3.1636363636363636,13600.0,2524
AL0001100,"UNIONTOWN,THE WW & SB OF THE CITY OF",AL,111.0,0.0,3600,0.0,3.1634446397188047,521700.0,2525
VT0005020,DORSET FIRE DISTRICT 1,VT,23.0,71.0,530,0.0021,3.163350785340314,122300.0,2526
KS2004510,"BALDWIN CITY, CITY OF",KS,9.0,3.0,4882,0.0023,3.163243445692884,42900.0,2527
NY1500287,MORIAH WD,NY,56.0,93.0,3100,0.0011,3.1628643852978455,281800.0,2528
NJ1302001,ALLENTOWN WATER DEPT,NJ,21.0,247.0,2000,0.0009879,3.162789317507418,148100.0,2529
IA6950701,SOUTHWEST REG WATER DISTRICT (RED OAK),IA,2.0,951.0,3500,0.0022,3.162595219332808,199600.0,2530
PR0002662,HATILLO-CAMUY,PR,2.0,4031.0,28735,0.006,3.1619114988603316,815600.0,2531
NE3100107,"JUNIATA, VILLAGE OF",NE,79.0,0.0,757,0.00768,3.1618342541436464,371300.0,2532
MN1670004,Luverne,MN,168.0,646.0,4946,0.005,3.1613934164269737,918800.0,2533
IN5249004,CITIZENS WATER - INDIANAPOLIS,IN,56961.0,39935.0,880345,0.00518,3.160992405054282,275703700.0,2534
PA3480046,CITY OF BETHLEHEM,PA,924.0,36058.0,117259,0.0,3.1609607504852275,11554400.0,2535
MI0006560,TECUMSEH,MI,2.0,29.0,8521,0.003,3.1608037094281296,15200.0,2536
PA4550013,FREEBURG MUNICIPAL AUTHORITY,PA,2.0,287.0,685,0.005,3.1603229527104966,66800.0,2537
MI0005210,PAW PAW,MI,56.0,208.0,3362,0.0012,3.1601044386422976,304800.0,2538
PA6250061,NORTH EAST BOROUGH WATER DEPT,PA,53.0,436.0,4601,0.0,3.1600274725274726,336300.0,2539
CA1900936,AQUA J. MUTUAL WATER COMPANY,CA,5.0,0.0,158,0.0,3.16,23500.0,2540
IA6668001,ORCHARD WATER WORKS,IA,12.0,21.0,68,0.008,3.159595959595959,60600.0,2541
KS2001526,BUTLER CO RWD 5,KS,8.0,128.0,6457,0.0019,3.1588739325517445,63200.0,2542
MN1490005,Randall,MN,1.0,0.0,650,0.003,3.1578947368421053,4700.0,2543
PR0004324,PENUELAS,PR,1.0,3156.0,17320,0.006,3.157702825888787,635900.0,2544
PR0003333,SABANA GRANDE,PR,5.0,4466.0,25229,0.006,3.157571964956195,916700.0,2545
MI0002310,"FLINT, CITY OF",MI,842.0,3283.0,81252,0.006,3.156380587696662,4614000.0,2546
AL0000947,SARDIS CITY WATER BOARD,AL,1.0,1.0,5328,0.0011,3.1560264900662247,4900.0,2547
IL1750050,BRADFORD,IL,6.0,0.0,676,0.0086,3.1560039564787337,28200.0,2548
CA1910054,LA CANADA IRRIGATION DIST.,CA,1.0,51.0,9300,0.0,3.155751611808619,14900.0,2549
MO6010708,ST CLAIR PWS,MO,33.0,964.0,4700,0.00238,3.1551178061027425,347900.0,2550
PA4110027,PORTAGE BORO MUNI AUTH,PA,12.0,2060.0,6500,0.001,3.154382772217167,468400.0,2551
OH7803811,WARREN CITY PWS,OH,1838.0,6997.0,49130,0.0037,3.154224602602396,10038000.0,2552
IL2015050,BRADLEY HEIGHTS SUBDIVISION,IL,3.0,33.0,82,0.015,3.1538461538461537,20700.0,2553
PR0004664,REGIONAL VILLALBA TOA VACA,PR,6.0,4813.0,33711,0.006,3.15182316014425,990800.0,2554
GA2270003,BENT TREE,GA,1.0,0.0,3185,0.0021,3.1518229166666667,4700.0,2555
NJ0811002,MONROE MUNICIPAL UTILITIES  AUTHORITY,NJ,23.0,2676.0,26179,0.0023,3.1513530250843687,643300.0,2556
NY1302777,STAATSBURG WATER SYSTEM,NY,37.0,31.0,1164,0.001,3.1512690355329953,180100.0,2557
MN1380005,Two Harbors,MN,15.0,1348.0,3698,0.006,3.151065124771759,340100.0,2558
MO5010096,BRANSON PWS,MO,405.0,1198.0,12640,0.00292,3.150550107796091,2143100.0,2559
GA1530005,HOUSTON COUNTY-HENDERSON,GA,3.0,211.0,1253,0.0025,3.1505028735632186,56300.0,2560
PA4070023,ALTOONA WATER AUTHORITY,PA,6645.0,11636.0,62500,0.00287,3.1494092434368213,33558700.0,2561
TX0640012,CITY OF BIG WELLS,TX,3.0,106.0,870,0.0027,3.149079754601227,35300.0,2562
NY5821130,ARCADIA-LYONS CSA,NY,3.0,744.0,5800,0.0018,3.1488124091129426,162900.0,2563
IA0819305,BENEFIT WATER DISTRICT #2,IA,2.0,0.0,100,0.002,3.148148148148148,9400.0,2564
LA1015016,TOWN OF PLAIN DEALING WATER SYSTEM,LA,55.0,0.0,2346,0.001,3.1476729559748424,258500.0,2565
NJ1329001,MATAWAN BOROUGH WATER DE,NJ,145.0,508.0,9084,0.0,3.1476091476091477,783100.0,2566
AL0000100,"BLOUNTSVILLE, THE UB OF THE TOWN OF",AL,114.0,0.0,4266,0.0016,3.14736,535800.0,2567
NY3202386,CLINTON VILLAGE,NY,45.0,642.0,3000,0.003,3.146853146853147,339900.0,2568
PA5040012,BEAVER FALLS MUNI AUTH,PA,154.0,595.0,49500,0.0013,3.146718146718147,842800.0,2569
MO1010510,MAYSVILLE PWS,MO,2.0,8.0,1096,0.00442,3.146240946045824,11000.0,2570
TX1200001,CITY OF EDNA,TX,391.0,0.0,5987,0.00248,3.1455593627892995,1837700.0,2571
MD0070019,PINE HILLS,DE,152.0,151.0,953,0.0,3.145214521452145,744600.0,2572
OK1010808,PAULS VALLEY,OK,16.0,2581.0,6256,0.00625,3.1450201088242253,591400.0,2573
IN5211001,BRAZIL CITY WATER WORKS,IN,729.0,0.0,12000,0.00453,3.1449275362318843,3426300.0,2574
NY1400539,SPRINGVILLE VILLAGE,NY,6.0,0.0,4266,0.002,3.143563068920676,28200.0,2575
TX0430004,CITY OF FARMERSVILLE,TX,25.0,0.0,5312,0.000932,3.1432046053853298,117500.0,2576
093200162,Washoe Tribe Dresslerville Community,NV,138.0,0.0,452,0.002,3.1427402862985683,648600.0,2577
IL1234950,WENONA,IL,27.0,24.0,974,0.0107,3.142724419334589,131700.0,2578
RI1615627,WARWICK-CITY OF,RI,58.0,0.0,73289,0.00194,3.142640037463138,272600.0,2579
PA7220049,CAPITAL REGION WATER,PA,494.0,0.0,66540,0.0,3.1422364941443144,2321800.0,2580
WI1540112,BELOIT CITY OF,WI,3378.0,10078.0,36677,0.0045,3.142223540266245,17892200.0,2581
TX1140011,CITY OF FORSAN,TX,70.0,2.0,228,0.00319,3.141909090909091,329400.0,2582
KS2003506,COWLEY CO RWD 6,KS,1.0,28.0,792,0.0016,3.141505376344086,10300.0,2583
AL0000311,CHEROKEE WATER & GAS DEPARTMENT,AL,1.0,0.0,1992,0.000516,3.141043902439024,4700.0,2584
AL0000553,"WEST ESCAMBIA UTILITIES, INC.",AL,161.0,0.0,12060,0.0009,3.140933660933661,756700.0,2585
NY2102313,POLAND VILLAGE,NY,90.0,27.0,508,0.0015,3.1393258426966293,428400.0,2586
IN5240008,NORTH VERNON WATER DEPARTMENT,IN,33.0,1320.0,6500,0.00193,3.137867122897063,419100.0,2587
NJ1321001,KEANSBURG WATER & SEWER DEPT.,NJ,4.0,2714.0,10105,0.000557,3.137794111776447,561600.0,2588
NY1600006,CHATEAUGAY V,NY,76.0,111.0,1100,0.0022,3.137645107794362,379400.0,2589
TX0570006,CITY OF DESOTO,TX,1.0,9188.0,57999,0.0,3.1371159671138034,1842300.0,2590
PA3480080,LEHIGH TWP MUNI AUTH,PA,1.0,40.0,260,0.004,3.1365079365079365,12700.0,2591
MI0000350,"BALDWIN, VILLAGE OF",MI,28.0,51.0,1060,0.00306,3.1357248157248154,141800.0,2592
VT0005091,SOUTH BURLINGTON CITY WATER SYSTEM,VT,18.0,2461.0,19500,0.0,3.135552339604438,576800.0,2593
MI0002270,"FENTON, CITY OF",MI,302.0,183.0,11746,0.001,3.1354020687354023,1456000.0,2594
OH4801411,TOLEDO CITY OF,OH,8412.0,38053.0,360000,0.0,3.135123837391577,47147000.0,2595
MI0000630,BERKLEY,MI,99.0,5684.0,14970,0.0067,3.1350028951939786,1602100.0,2596
NJ1315001,FREEHOLD BOROUGH WATER D,NJ,236.0,128.0,11029,0.0008,3.1347040834682494,1134800.0,2597
CO0138045,STERLING CITY OF,CO,165.0,0.0,15100,0.0,3.134080531340805,775500.0,2598
NY0200317,CUBA VILLAGE PUBLIC WATER,NY,28.0,667.0,1800,0.0073,3.133489461358314,265000.0,2599
OH7603812,MINERVA VILLAGE PWS,OH,15.0,34.0,3684,0.00482,3.1324272844272842,77300.0,2600
PA3480050,EASTON AREA WATER SYSTEM,PA,42.0,23011.0,96867,0.0,3.1320162959130884,4799600.0,2601
NY3503554,PORT JERVIS CITY,NY,2071.0,956.0,9000,0.00304,3.1319444444444446,9924900.0,2602
WY5600168,SOUTH TORRINGTON WATER DISTRICT,WY,3.0,27.0,450,0.004,3.131868131868132,19500.0,2603
FL6291791,CITY OF TEMPLE TERRACE UTILITY,FL,345.0,3865.0,31250,0.0,3.130948802725178,2394500.0,2604
OK1021607,MUSKOGEE,OK,3724.0,0.0,38310,0.0054,3.130353280461428,17502800.0,2605
MI0006910,WATERFORD TOWNSHIP,MI,1.0,0.0,73441,0.001,3.129977092323265,4700.0,2606
PA7670050,GLEN ROCK WATER AUTH,PA,2.0,668.0,2000,0.005,3.129890453834116,143000.0,2607
PR0004545,AIBONITO LA PLATA,PR,3.0,2931.0,16202,0.006,3.1286620689655167,600300.0,2608
OH7802403,NILES CITY PWS,OH,43.0,7159.0,21961,0.00101,3.1286315180637123,1633900.0,2609
TX1360001,CITY OF BRACKETTVILLE,TX,17.0,1.0,2352,0.0006,3.1279795396419434,80100.0,2610
VA1185761,"TAZEWELL, TOWN OF",VA,42.0,10.0,5007,0.00627,3.1277207048458155,199400.0,2611
WV3301701,ANMOORE TOWN OF,WV,4.0,319.0,1013,0.0,3.126543209876543,82600.0,2612
AL0000118,UNION SPRINGS (UTLTY BD OF THE CITY OF),AL,330.0,2.0,3945,0.00087,3.1264494382022474,1551400.0,2613
AL0001279,JACKSONS GAP WATER AUTHORITY,AL,2.0,2.0,6813,0.00043,3.1259170383586086,9800.0,2614
MO5010754,SPRINGFIELD PWS,MO,17.0,84955.0,210898,0.0051,3.125416883246149,17070900.0,2615
NY1800554,BATAVIA CONSOLIDATED W.D.,NY,4.0,55.0,5436,0.0026,3.1250563449289563,29800.0,2616
NC0114466,PATTERSON SCHOOL,NC,9.0,1.0,50,0.0,3.125,42500.0,2617
NC0118010,HICKORY CITY OF,NC,37.0,15826.0,75654,0.0,3.124907063197026,3339100.0,2618
PA3060081,BOYERTOWN MUNI AUTH,PA,6.0,1928.0,8000,0.0037,3.124477861319966,413800.0,2619
TX2120063,SOUTHERN UTILITIES,TX,2.0,11379.0,69735,0.0,3.124187984409301,2285200.0,2620
VT0005066,ESSEX JCT WATER DEPT,VT,40.0,337.0,9500,0.0007,3.123887318043774,255400.0,2621
TX1080029,NORTH ALAMO WSC,TX,7.0,10260.0,171195,0.0,3.1234263820470716,2084900.0,2622
MN1720008,Winthrop,MN,2.0,0.0,1330,0.003,3.1232876712328768,9400.0,2623
PR0002652,ARECIBO URBANO,PR,3.0,9865.0,61119,0.006,3.123096576392437,1987100.0,2624
NY2902818,CARLE PLACE WD,NY,16.0,1759.0,9005,0.001,3.1226701343736454,427000.0,2625
MN1270014,Golden Valley,MN,10.0,6025.0,23000,0.0,3.1224545207711105,1252000.0,2626
PA2350026,PA AMER WATER CO SPANGENBERG,PA,1.0,152.0,370,0.005,3.1223628691983127,35100.0,2627
MN1250006,Bellechester,MN,8.0,10.0,169,0.008,3.1220883534136545,39600.0,2628
NJ0424001,MERCHANTVILLE PENNSAUKEN,NJ,333.0,2677.0,47144,0.0,3.121912456128733,2100500.0,2629
MI0002490,FREMONT,MI,39.0,0.0,4516,0.001,3.1218837761935623,183300.0,2630
PR0004695,CIDRA URBANO,PR,1.0,3944.0,33957,0.006,3.121047794117647,793500.0,2631
IL1030200,DIXON,IL,306.0,22.0,15096,0.0033,3.1210167768174886,1442600.0,2632
GA0950000,ALBANY,GA,591.0,0.0,101245,0.0022,3.1208975151661784,2777700.0,2633
VA3670800,VIRGINIA-AMERICAN WATER CO.,VA,1.0,8287.0,30317,0.0,3.1196748302119777,1662100.0,2634
IA5282062,SOLON WATER DEPT,IA,4.0,160.0,3018,0.007,3.119379844961241,50800.0,2635
PA2640028,AQUA PA WATER CO HAWLEY,PA,5.0,133.0,1800,0.002,3.1192660550458715,50100.0,2636
MN1300002,Cambridge,MN,25.0,5.0,9862,0.001,3.11872714695128,118500.0,2637
FL5364048,LEE COUNTY UTILITIES,FL,21.0,4255.0,282556,0.0011,3.117950130909789,949700.0,2638
NJ1205001,EDISON WATER CO,NJ,23.0,9503.0,35000,0.0016,3.1178727628860448,2008700.0,2639
WI8020373,ASHLAND WATER UTILITY,WI,600.0,471.0,8000,0.0065,3.117636396592351,2914200.0,2640
NE3105104,"MASKELL, VILLAGE OF",SD,2.0,6.0,86,0.0024,3.1174999999999997,10600.0,2641
WI2680209,MUKWONAGO WATERWORKS,WI,17.0,1467.0,8190,0.0032,3.1170639899623587,373300.0,2642
NY5700122,GREENWICH VILLAGE,NY,5.0,715.0,2000,0.003,3.1168831168831166,166500.0,2643
PA2400091,VEOLIA WATER PA SHAVERTOWN,PA,35.0,0.0,3472,0.0,3.116696588868941,164500.0,2644
MI0001610,COOPERSVILLE,MI,8.0,0.0,4519,0.0,3.1165517241379312,37600.0,2645
MI0006900,"WARREN, CITY OF",MI,38.0,15573.0,134056,0.0027,3.1165372263924187,3293200.0,2646
NJ0817001,SWEDESBORO WATER DEPARTMENT,NJ,93.0,528.0,2824,0.00104,3.1164059167526657,542700.0,2647
CA1610003,"HANFORD, CITY OF",CA,17.0,0.0,62127,0.0,3.1161659226563674,79900.0,2648
NM3506829,QUESTA WATER SYSTEM,NM,25.0,780.0,2337,0.0034,3.1159999999999997,273500.0,2649
IN5240001,BURNT PINES WATER ASSOCIATION,IN,4.0,180.0,900,0.00172,3.1155279503105593,54800.0,2650
MO3024159,COLE COUNTY PWSD 1,MO,2.0,724.0,16548,0.00513,3.1155185185185186,154200.0,2651
ND3600231,DEVILS LAKE CITY OF,ND,160.0,799.0,7141,0.00196,3.1150041152263377,911800.0,2652
IN5248019,PENDLETON WATER COMPANY,IN,159.0,742.0,5758,0.0033,3.1138120567375887,895700.0,2653
MN1550026,Stewartville,MN,11.0,555.0,6850,0.003,3.1136363636363638,162700.0,2654
MI0003440,ISHPEMING,MI,7.0,2198.0,6470,0.0034,3.1135870275925197,472500.0,2655
IA3405012,CHARLES CITY WATER SUPPLY,IA,773.0,458.0,7446,0.0062,3.1135147928994082,3724700.0,2656
MI0002770,"GRAND LEDGE, CITY OF",MI,14.0,0.0,8701,0.001,3.1134071340713407,65800.0,2657
IL1971100,WILMINGTON,IL,14.0,1903.0,5700,0.00499,3.1131967213114753,446400.0,2658
MN1620011,North Saint Paul,MN,68.0,4283.0,13134,0.002,3.112756168966959,1176200.0,2659
WI6620319,ARCADIA WATERWORKS,WI,9.0,579.0,3737,0.00184,3.112318496538081,158100.0,2660
